tid,pathhash,sid,pid,tm,cpathhash,st,du
2024084964,220369374,1372124716,1101231294,1537496220000,301552475,0,147623131
505635448,1157624710,533140425,1929506494,1537496280000,1991537156,1,1298975895
1779615656,370843722,1131140319,1749590097,1537496340000,345703799,1,1463877470
1250956357,1744273262,722173530,2078396010,1537496400000,823775087,0,1841945133
490766432,1755811644,398088176,880934808,1537496460000,769342184,0,2035387904
1016156941,131532344,1932484688,117162427,1537496520000,818209618,1,253613492
121113063,1603729058,1222590577,688819371,1537496580000,1849610076,0,108333023
874189736,1764604500,1911671810,1595176476,1537496640000,872331269,1,931482420
1223360538,875768717,1917555614,1871362568,1537496700000,2146540595,1,1387511555
2093613480,1177206467,902406705,2051889196,1537496760000,1445384588,0,1172943149
1036606347,760604710,1293940401,1173837542,1537496820000,848644304,0,805536380
43729075,2099541600,1701798620,1238568047,1537496880000,286606142,0,1339858954
1362842287,5934227,1005400853,295372946,1537496940000,440307236,0,1322559460
477319344,1432687668,1002762002,1346667529,1537497000000,1446291553,0,722321959
934085675,1136503323,817460653,1977652583,1537497060000,708004780,1,74502531
2141178045,245703044,1048274391,1015367506,1537497120000,1038002783,0,441451873
2137034273,1766451528,554510956,1005344801,1537497180000,1082579195,0,1713596938
775254760,2009139807,24532316,2088246338,1537497240000,2036302615,1,104070545
895259838,158995547,205023576,360628795,1537497300000,1154895182,1,500646211
1382717704,828831332,1202479419,1624702420,1537497360000,1727171103,0,1621202291
1151370725,324008184,1637821180,234430897,1537497420000,1303773766,0,559065904
956480812,2100487956,15429318,886333120,1537497480000,403930795,0,1920147706
691404076,1057064084,1021592569,1476116591,1537497540000,1369541409,1,1656197285
2085813377,1965269980,671536858,1986677191,1537497600000,498537855,0,1977776214
1808584758,1330415865,1786077314,213095762,1537497660000,32749970,1,710144533
1801709229,2078992278,1732902480,1388280822,1537497720000,639482242,0,182926464
586479858,196954001,1084698317,1939282277,1537497780000,1990282381,1,390138887
1860802916,629078509,1506217195,1190724320,1537497840000,1694073314,0,907721985
1465606013,1505474932,1902499120,318020776,1537497900000,534350140,1,455996330
1153329578,1914285129,567954271,1428049005,1537497960000,1650105437,0,1562251195
787298292,163015520,1069131391,309790180,1537498020000,1432535753,0,1732005742
365201320,1060563153,2080444788,2034460325,1537498080000,1208702946,0,1089691218
873295241,1444500451,1145023109,518290846,1537498140000,1104820974,0,1572929405
1687293378,1504154691,1228589267,333180318,1537498200000,1733500474,1,45320991
491825098,1370169059,779511842,805561728,1537498260000,678787773,1,564143446
1015709240,327853004,279544722,813932100,1537498320000,1595362770,1,423956799
1168942230,1769042905,216914680,1032908467,1537498380000,498627971,0,2142581334
493690178,657628458,2037964834,797526745,1537498440000,1526453607,1,1771292895
1465146431,846072718,918200393,1092109169,1537498500000,878205641,0,1990722999
368270275,376668615,1619730386,1446521801,1537498560000,1494896526,0,1408073939
1805672691,2085713965,2008821270,1223213866,1537498620000,547853628,1,1472200981
1092245861,1340421119,1400324426,82328216,1537498680000,397052433,0,1907767760
413293501,1566285515,518159731,1583001542,1537498740000,1412392963,0,1434651019
1476915117,1403539444,2095602418,829082549,1537498800000,1459040434,0,1194398327
2033254313,509654105,1904047495,1049650037,1537498860000,1076039353,1,1534765208
1102135101,2080864181,613017674,708422187,1537498920000,1656303750,1,625232315
1315188449,703315444,50173263,91430202,1537498980000,1779378259,1,520043771
1892062598,1841421417,2124360754,434167806,1537499040000,1565397985,0,1041219253
964094970,645323781,185209393,1211363315,1537499100000,1184166964,1,1452445207
231900526,1514778448,991806841,2034046523,1537499160000,1625097607,1,2012808675
572137576,864511710,998157332,77029509,1537499220000,2004687135,1,2143559864
823405912,238612663,294827406,1334675172,1537499280000,1600330912,0,379056819
313334570,825496893,1987418535,1600061360,1537499340000,634440506,1,878493504
1849602253,1177903557,1704979234,879292014,1537499400000,793483510,1,1109258131
1489099273,724128993,1490478426,1964697764,1537499460000,593323420,1,1110618954
765551203,257745083,1206195529,270157340,1537499520000,906927110,0,1589640004
824177287,1937209374,836449498,278891646,1537499580000,1591398176,1,379972461
2117103751,304148291,445350376,592248663,1537499640000,1585776625,0,1271570837
218688965,1241128308,1060512053,569305423,1537499700000,1807896178,0,1917513667
2096842550,705265015,1405163418,1985011414,1537499760000,1345648093,1,834132073
1787913218,440902120,1831478624,1657920572,1537499820000,58791184,0,619621481
408132785,1955566523,2133668271,779179975,1537499880000,709091500,1,584694804
879706537,277149580,636953520,1252069894,1537499940000,67985650,0,864210792
796168203,1837602497,48390515,666769352,1537500000000,742473724,0,2099348779
1826195973,999211009,513128019,1869373559,1537500060000,1338332733,1,42338572
823263265,1039245740,1482714257,1788662008,1537500120000,1269749378,1,2078470810
540876179,740950652,294505405,2107088180,1537500180000,890160784,1,1238047663
912584968,2010883277,883087072,623224248,1537500240000,878242981,0,504355631
1010306008,884502914,1198952052,658563862,1537500300000,1532644077,0,748229733
1609509548,2140617236,1980959273,307036850,1537500360000,877785117,0,1917860633
486286648,1725885575,1563699545,785340693,1537500420000,1407675409,0,1120671806
1045336031,1780313842,41029700,543028700,1537500480000,1789376127,0,1808547623
2041504298,915540950,1632716597,1810790719,1537500540000,1700751834,1,1135936028
674667952,814300680,780566650,1162400340,1537500600000,1494158416,1,546242567
982565180,969502280,411408557,1087519874,1537500660000,2096598149,0,247334525
977975287,1806547472,729710660,1426974392,1537500720000,974587617,1,1013728905
1674550752,1498259207,1542437569,99219259,1537500780000,441867003,0,802573073
155829656,1137945509,1811587238,1995042827,1537500840000,827039307,1,1864074564
1373300625,1753885705,98459285,912054991,1537500900000,809260538,1,166710672
2125594830,786970485,2083071191,190702991,1537500960000,1703358554,1,180084736
1065443868,1536465406,122513206,1386429503,1537501020000,1720067573,0,430050226
1975171943,1051927339,1775046789,1622899093,1537501080000,1090160486,0,1735872041
1715413882,1567857145,1235678342,352185757,1537501140000,197535883,0,1245434971
885459806,1328388446,1964335680,1637411253,1537501200000,1829344035,0,1322057909
278166606,912784040,391575500,825791803,1537501260000,41810270,1,189194499
722378544,1592415783,858846125,256004657,1537501320000,1349168118,0,1555928242
1747237139,1969925628,1884982716,1081253633,1537501380000,223566397,0,762708774
166022233,1572557043,1244560331,1465663131,1537501440000,1962420141,0,1942211849
1250558105,2081703861,1239728853,614655333,1537501500000,1043773344,0,1623287356
257749659,1013364696,937860163,1551760389,1537501560000,878511419,0,1024240671
1049312121,220558713,1368251707,154795841,1537501620000,1846435308,0,1218864105
2004683715,829956506,763755364,1447521302,1537501680000,1232819726,1,973068874
1000556746,1458152564,1169249153,47971575,1537501740000,597623166,0,953080701
1999415998,718130408,1896000574,1062831184,1537501800000,766681183,0,1767674765
224113092,2127814459,1180383462,1268124507,1537501860000,454248060,0,2077845538
1692066743,535687332,508323203,786728464,1537501920000,495984416,1,1829287142
269853881,449541293,129958347,792210014,1537501980000,313881452,1,1402606475
752148842,1112560756,2068279617,2017600489,1537502040000,1930842682,1,866474968
1940449684,438092131,1532675992,1110981808,1537502100000,1986562346,1,176376157
132659602,70666339,908435478,645717550,1537502160000,1620989914,1,1457352442
1298350375,221145867,521985523,579590740,1537502220000,1974918491,1,188647125
1924411652,236002428,1292784864,855206842,1537502280000,1628848368,0,1742885458
1492431642,564766469,1928028672,124702413,1537502340000,2063581529,0,377667724
1070619454,1320809135,1246238504,1255024717,1537502400000,2012910465,1,1993812827
2091684862,1201360998,1692317071,723310524,1537502460000,859279938,0,775093282
1062295206,1925044167,2098720336,1157484092,1537502520000,1898730595,1,1832101486
789885174,95553286,380556447,1725825266,1537502580000,1816633311,0,2044211046
431097582,268258490,1595180029,1729045606,1537502640000,1845746463,0,201245433
1888400144,1857852787,513241240,1661178041,1537502700000,1720760826,0,1821228886
1228603887,918738473,1442768482,1409848452,1537502760000,1169015699,0,1711154833
1200689594,1470959992,2084041029,1751751420,1537502820000,658135690,0,404994500
1532874332,2135359921,182254297,263495647,1537502880000,976133979,1,2107853606
281312377,992302041,1967118241,312629339,1537502940000,565627330,0,815590838
999663323,1005928818,748316439,2067586671,1537503000000,1829313709,0,2087075503
62610667,510207317,1000386113,1996385500,1537503060000,804993772,1,2020602315
1174641185,1126074033,902096996,849520318,1537503120000,1747644505,1,1597425891
1302568105,1788036341,1434769862,1016881733,1537503180000,1829496747,0,491762195
1861616277,824691524,52642932,1662824745,1537503240000,1025566069,0,844264574
726374052,769195805,401194142,918145945,1537503300000,1093703004,0,737852016
1907228381,154146418,1290795133,842588842,1537503360000,746436902,1,628599133
375951774,1664093259,583351682,979387846,1537503420000,1758910325,1,191351920
4573619,951317000,1719727892,1404150776,1537503480000,2107105388,1,1519611492
994712181,1706741895,661440732,1724736027,1537503540000,222250245,1,1051890381
2144962543,1913257909,99195804,803685654,1537503600000,473061882,1,561772958
1745331030,2111669429,1940844413,224878495,1537503660000,1487884406,0,1229365242
1301763240,2050715938,1488298739,636575568,1537503720000,1387556178,0,1931977799
108012266,693434027,1492897838,372261610,1537503780000,298862004,1,532613259
423870962,225507106,505343709,2038585029,1537503840000,2127123542,1,1955226954
495650048,1985235978,1116462450,1695301724,1537503900000,552266488,0,1955251955
1761011037,1879000767,406183058,984235065,1537503960000,1705634364,1,1895203464
1183912264,766621271,132338135,1137013089,1537504020000,227549952,1,766722027
818130531,1483050851,1424043852,1620643420,1537504080000,1300497562,0,971936990
1680365536,1282100951,556151572,1822624650,1537504140000,1251133097,0,1553544410
1287062222,943501193,1690796457,1911379471,1537504200000,95980430,1,1478835287
12006451,468797188,1515477775,736236438,1537504260000,307080309,0,51712095
2070003473,1076133192,1073041213,348731252,1537504320000,1655081931,1,25916650
345132865,1228777520,529766927,1164280115,1537504380000,1124804249,0,1733520096
1679022055,219594319,397639322,1808470758,1537504440000,287136919,1,700546109
621449265,375781972,1835529707,1332038894,1537504500000,1042273835,0,118566118
1435191618,820804897,1879202713,2130329443,1537504560000,1899280551,0,576902869
1088327571,1878045132,995482901,255156436,1537504620000,1000592566,1,1370979551
1142931081,1619543326,1168849885,789640755,1537504680000,373485230,0,876669389
682182987,10523395,18233895,841721161,1537504740000,1344946518,0,1410791643
1692481404,185587524,153950082,1780414044,1537504800000,120157876,0,1919497442
320453674,237503491,1123573668,2039328061,1537504860000,665564874,1,1768797728
1768473046,2107141507,125802780,61334373,1537504920000,753853622,0,312766685
1768471788,1432929903,242762528,1064040618,1537504980000,331918455,0,19423
1286437308,744715819,2057227460,2017603323,1537505040000,1594214614,1,1759522611
1687430663,222882200,2096808863,361423492,1537505100000,1357597228,0,438660480
812229472,1916139819,2022012779,1232948374,1537505160000,879924346,1,1775488894
977195776,428089645,972404515,1319778140,1537505220000,37768026,1,989171574
783117220,832743930,834153999,664836465,1537505280000,1645557354,1,1188871851
920926249,355222677,1589745212,2110472873,1537505340000,1794705481,0,486994287
1336210565,1759328722,1246023616,1625539182,1537505400000,134943275,1,161069393
1708084589,457245448,1259065345,261925632,1537505460000,271002555,0,57488372
376660032,2086477093,1427020774,1066856480,1537505520000,854255346,1,650797503
121245483,262535196,1780306540,523174153,1537505580000,1211827856,0,1753113235
1752220610,263233676,531576940,81705968,1537505640000,1784551034,1,1625321341
107632469,1998224723,1835878412,244668763,1537505700000,1519482659,0,2118482375
2037343019,1570022108,216919586,1504912697,1537505760000,1531409183,0,591247593
1086508626,1614238,1621615881,773059332,1537505820000,2020935882,1,1025786379
1651795723,1406018450,53301881,470187021,1537505880000,1561005241,0,2138793529
380394805,962969081,1007550632,409007038,1537505940000,1825656946,0,2026873444
873002645,728370857,1306429814,1216863787,1537506000000,994584048,1,1085041526
2038484780,251666609,1973281540,1447678234,1537506060000,693083472,0,658781536
1037793103,629321967,1886526482,1989924937,1537506120000,270313690,0,547973118
1079733621,1747631271,495289088,1995997657,1537506180000,1842571958,0,1352743983
1628252344,1405721353,624545052,2082524624,1537506240000,1952473604,1,1802415698
13950734,2061552777,233300371,333828675,1537506300000,904872862,0,1234654510
2077150966,1174694918,154674411,2062888647,1537506360000,2009196049,0,314622131
1519890812,164052991,1909367224,1704927850,1537506420000,48522228,1,854367376
917190676,716951769,190967225,1564473433,1537506480000,851116146,1,1181889508
1115296438,1613092752,184017782,1573719263,1537506540000,1336953458,0,31956291
876487258,27294710,1276002922,1899938605,1537506600000,886510498,1,917156101
143239336,254358847,57638267,1622066826,1537506660000,631766751,1,1667348377
463313451,227644740,400216879,2036949810,1537506720000,248705782,1,266894813
1323996324,2083004088,1710491273,700356991,1537506780000,871065432,0,260727363
1250950517,388489274,2141094945,601520619,1537506840000,378227888,0,1040537707
900824070,1163157114,167146668,497333241,1537506900000,600554759,1,1149993098
2120404899,1189187821,943472307,548108014,1537506960000,1214032527,1,40910225
1541427914,537346910,228756739,247309715,1537507020000,1469235340,0,1293251731
1422271143,926188689,1994634331,280291320,1537507080000,1963080787,1,1719746158
229318537,974631651,1578365270,823056052,1537507140000,1678557259,1,1661728387
584262389,1706027885,1730371851,1537227906,1537507200000,1625258377,1,2058424956
115740440,1559783274,1206931021,891328061,1537507260000,59298126,0,483669346
1502843539,1756587746,762628123,280397810,1537507320000,1442089085,0,646148183
767312012,160549854,2027363825,1164692340,1537507380000,178019189,0,232042179
1303122461,1451708599,1042874081,379776337,1537507440000,993208674,1,1474155611
779876279,800218956,233315297,875456779,1537507500000,1159329398,0,2028767654
899068489,1916269505,2014777783,1680479914,1537507560000,1680794780,1,692763171
1771084820,1564170442,1310871029,843410864,1537507620000,1599612880,1,1487067641
70482685,486715174,66747889,1306067302,1537507680000,1377992370,0,1523683407
169110289,256084228,1322623408,416285645,1537507740000,825605925,0,581770158
1092023914,1505774574,1167068004,254416915,1537507800000,2046364218,1,582857168
1739806152,948315053,153048669,1189303711,1537507860000,998458782,0,840008200
1095731113,500985266,1020421154,49127538,1537507920000,1067588937,0,1097684722
1848760713,28318221,785848103,86384329,1537507980000,1706779253,1,1692036285
1923232046,1204267493,2035401634,1322907569,1537508040000,756126725,1,1474529475
542641486,566039179,2951941,1262693971,1537508100000,730949640,0,1659969211
174871747,1477431915,2029920330,311487784,1537508160000,2050124277,0,1552445522
1442707449,1083292099,688197093,907080311,1537508220000,208181619,0,1106933404
1074868579,1906565212,969432090,722764585,1537508280000,1657218305,0,210278405
2010856706,2027549979,602748972,1810748644,1537508340000,1165023158,0,1924563758
944826636,1033850902,2123492724,947437179,1537508400000,132065521,1,1082640380
831285461,1291486201,840737335,1280977839,1537508460000,516040753,1,104826203
1365611185,1291832417,1131673199,966567431,1537508520000,1141984159,0,1992235960
706960270,1985178707,953191605,909914828,1537508580000,116650158,0,1806640599
1470540083,5987161,422882684,187150864,1537508640000,1772780918,0,871461513
252864198,957608454,65567135,993343057,1537508700000,655180711,0,19400322
1103934393,1406763631,512029640,1599728268,1537508760000,2066533285,1,1694102613
1566200241,1304939804,1353406178,2069584894,1537508820000,1954761469,0,123721308
222927891,753705711,1121370413,994185757,1537508880000,2049620066,1,857245202
1194587893,1825228532,1133288103,877898962,1537508940000,1821335795,1,1456006896
1907758892,1487540468,1337289706,1583082378,1537509000000,529893402,1,397416108
1933493643,1916303325,1096742104,1456250665,1537509060000,1398479590,1,1651251663
1419958638,1722102020,1830984476,1870812438,1537509120000,766089249,0,1657512321
457714879,1713365029,118887511,955153053,1537509180000,1654228203,1,2065587797
1276991949,124581953,696031899,546936087,1537509240000,116155384,1,1713520020
734518153,1201324747,571251299,1437977899,1537509300000,1086017415,1,1369854401
390010388,1813531981,1984294974,361668462,1537509360000,2054071421,1,1421016152
229581552,1824242116,1677309282,552260985,1537509420000,1411828534,0,1709321711
1260308116,1026134931,1597280379,726483751,1537509480000,383392444,0,1730062079
475157807,1573349881,453940999,162919367,1537509540000,121644275,1,1638796611
251074782,679143692,773535564,1070523353,1537509600000,164183318,0,1980008362
22179697,1238013097,162214155,1530977859,1537509660000,1241189309,0,1418310135
83554564,1502971166,1218632562,1371397528,1537509720000,35419258,0,2010426450
703824017,371054890,2009317431,623330465,1537509780000,283492252,0,1758060579
23218037,511646132,593185976,70543368,1537509840000,402578964,0,1898629094
141388791,800990938,1322341191,1768142988,1537509900000,179455108,1,1424243710
275448142,1681423383,2083951216,167275971,1537509960000,1104243907,1,1714317354
776192909,1688151539,778234583,999864329,1537510020000,200760156,1,383403884
802628402,1374785073,1626149608,617142462,1537510080000,848343462,1,1875718595
1740571776,89144801,855286124,876600793,1537510140000,733693146,0,796969849
1209462308,34419690,1935751909,1511259379,1537510200000,621502043,1,1324526451
884868698,1905229914,235532726,1434151479,1537510260000,296954388,0,473163048
1576416089,1406324738,1530504166,1478493964,1537510320000,874548138,0,1899433964
1728554175,1070057268,252339901,1175146719,1537510380000,485701373,1,487369776
1106189986,1576936424,1480569460,539682927,1537510440000,428468422,0,902064508
273531298,1741892180,826945968,659763564,1537510500000,1508750581,0,663925782
1194710757,2043889470,1303187181,2142052682,1537510560000,373703332,0,1976503781
1353756631,1182888954,1651923692,1868288866,1537510620000,977278793,1,2006166872
669132924,370356001,752060661,1178605914,1537510680000,1893169190,1,2133998394
1326878729,165337720,1107789101,746757564,1537510740000,1475331837,1,138010466
1994984869,1312690617,1741684397,558624761,1537510800000,535910992,0,561783758
970890202,1192529727,1377988183,302007694,1537510860000,1607277663,0,1019416046
2102562039,1844349670,1526090976,2122225197,1537510920000,388143137,0,243440025
1727743461,1824418025,1868437199,1963590892,1537510980000,1239593925,0,1451516720
1240727361,1828438007,819680566,1169370622,1537511040000,325897214,1,584698467
1212238315,348209600,1636256669,224468764,1537511100000,1328349514,1,1375503918
175961135,266376067,685827172,496556704,1537511160000,1890097328,0,2078237101
1412655478,254145674,998015174,992893965,1537511220000,1956244167,0,1413005690
194838923,1117448897,2045706119,1800389329,1537511280000,146605930,0,501491806
326692514,104136534,1716661933,1514687713,1537511340000,244430068,0,805184575
1487814699,1083777179,1135348328,497877502,1537511400000,925410680,1,1044174590
501244955,1756837032,440815523,1108730163,1537511460000,1556841942,1,227080339
630949334,1223357487,1217347025,34150451,1537511520000,2076543121,1,1678856266
1430358188,524536503,1209358542,644399750,1537511580000,2134194703,0,2124562732
479442206,2081368312,716996660,1182469998,1537511640000,1195473402,0,1108136194
209667159,316746441,1579356102,2055422401,1537511700000,212397882,0,386153220
1361009437,837981622,2053668237,1283634655,1537511760000,1743702241,1,1108651663
2074687317,584866226,870593736,1415812333,1537511820000,1715606187,0,647218712
876864630,2093996783,174999703,854977732,1537511880000,431939256,1,463759298
1677115089,2130242983,291284958,704530496,1537511940000,2133359512,1,1183065103
840042838,1769339676,1430104337,847141861,1537512000000,277130309,0,1450121298
1856128687,776178157,462487268,890488908,1537512060000,1232631679,0,2076611420
1740453150,1288163341,1183745381,152937115,1537512120000,117859171,0,1974701110
1193577032,592048461,400593724,2128310218,1537512180000,500096147,0,1902216702
1653309853,1200293689,751460639,1375297293,1537512240000,1874901958,0,1886247880
265330243,340441475,2126392903,1620253123,1537512300000,1807397140,1,712874817
633226335,1562057770,1670849676,636886060,1537512360000,1924999281,0,2000851008
757819744,942217109,592207425,1089407736,1537512420000,913902572,0,1176254217
132372445,1063494931,1094446968,1714961449,1537512480000,2138849804,1,1561668557
1137401656,1681259036,2034546868,226213650,1537512540000,340792090,0,1602154134
61041877,1408290972,1202508091,1871617286,1537512600000,2010350054,0,577948592
66515916,403388441,1933329999,1193749715,1537512660000,1945886568,0,854719230
594463953,1565601243,1887218054,1307024253,1537512720000,406511188,0,1280378749
1500821480,674882504,1723810021,579983776,1537512780000,1579610605,0,963014210
633514467,162674722,1626478944,1785495362,1537512840000,1515282013,0,1111100957
854795811,1005373776,1805638598,2034723406,1537512900000,1387174267,1,257260599
436328432,1482087396,2115368148,1510312933,1537512960000,1320122626,0,549982920
1907028305,117839394,852760745,1391067753,1537513020000,1953251612,1,1139605173
1374664497,1402211887,1172754912,1641776831,1537513080000,1302459274,1,1043822951
1303238288,1887326180,847372226,930641076,1537513140000,339881373,0,381768094
704832331,1588330347,1526730726,1196550329,1537513200000,2062828451,1,2066066225
536994956,1759368213,812415990,1715876585,1537513260000,1229754153,1,1329043305
475526834,1263623851,1724495151,355920448,1537513320000,913796146,1,2006112337
1557752641,2116025968,1929649021,305468700,1537513380000,94500728,1,80504258
1463835093,1835477972,1735854903,7508078,1537513440000,1428815684,1,21252030
1588976146,1246810186,1352254875,1942163841,1537513500000,64364705,1,1330143761
1373885310,977772506,145122075,74633460,1537513560000,1271241511,1,1299866826
1996449989,1679352734,56840345,497104907,1537513620000,278254138,0,858965925
718057154,1043970800,8633103,631851861,1537513680000,1792826268,0,432112141
67570169,1796938191,1670627211,1993836574,1537513740000,1252204540,0,2034610694
131343682,1292487390,528965756,1267082248,1537513800000,1843324431,0,1854053968
1252165500,813583428,713702106,1342198213,1537513860000,247969246,1,1276761134
926837661,1700960966,1454942961,1417854124,1537513920000,270812962,1,1633770314
1914538677,867909510,26502020,1791280119,1537513980000,1947378744,0,507507251
1016408627,1879219501,290509937,1889468930,1537514040000,1699637904,0,21063905
379963364,505567264,145664926,44227594,1537514100000,973123933,1,921640293
1273012861,1597400455,1610853733,784961589,1537514160000,1618230491,0,201484047
1897372527,331216192,1382973704,1305194069,1537514220000,4888672,1,2090953436
1524744833,1254651534,513113647,1762984107,1537514280000,1035219650,0,876695548
26229597,1078031260,1560243060,1652552120,1537514340000,1656059001,1,698562080
245386411,323981046,1519396442,1781668126,1537514400000,1727776231,0,162320368
1381341801,676692948,272220100,2139431292,1537514460000,33389111,0,95552255
1487424018,242224826,1681318273,1904652802,1537514520000,1801756410,0,1710180594
906397479,1918121287,1032382137,582979874,1537514580000,545392109,1,1940906679
157843285,1459669467,1729954747,1806434229,1537514640000,561227586,0,1886186662
2137205195,1266759621,2012528704,1617566660,1537514700000,111238003,0,1155300221
368788838,637524006,696870185,237630710,1537514760000,1102463008,0,441683672
2022768790,970900790,1243227501,1287215032,1537514820000,1021082377,0,1935994577
1749978269,1858863803,831993944,1699826397,1537514880000,2045188238,1,1999639763
2146285461,277155095,1374115041,646337666,1537514940000,876945112,1,202395890
1740328397,1938634748,1872905355,1639652941,1537515000000,1549005458,1,1190857779
989896315,40936992,1106510750,1609565447,1537515060000,1614588868,0,1744457797
116606935,1500820019,1544765522,1776180205,1537515120000,1963943166,1,160867654
1338074614,1415274192,1518204977,1719519917,1537515180000,584580417,1,745835029
436028378,291359466,217911413,72423389,1537515240000,2000779038,1,137685382
1823354445,1615668218,482885994,857732012,1537515300000,777940932,0,663083782
2040008077,903218049,1756064432,1644155208,1537515360000,1479691423,1,1568507411
1857063398,1901752553,1002872041,180017308,1537515420000,1613729684,0,1112569408
1308527415,299684908,219396780,1278226232,1537515480000,1974379194,1,44332439
317880757,1610014012,1607278346,2120532393,1537515540000,2145001473,0,371990011
565077371,2040500590,1466662004,568221863,1537515600000,1938377818,0,1989719972
2057104863,672493939,298259383,575779772,1537515660000,1069436988,1,1008934993
366008009,984832924,2000802630,1380271191,1537515720000,1093707336,1,1644128841
417160915,1614992995,604257989,1043576110,1537515780000,1282035709,1,988637661
1058708051,480498267,36205461,1398428044,1537515840000,955875766,1,977972728
2076165631,2053647669,250144767,1638051511,1537515900000,1689718593,0,1603114855
370361462,1655740181,1042366725,228904713,1537515960000,26741311,0,1744190758
1399550388,2023501911,966005897,1868366224,1537516020000,1731406622,0,2117382439
1738396212,1623924438,509522442,1161332079,1537516080000,1279124366,0,1958242673
530402062,512734831,1032656803,180949634,1537516140000,2138697198,0,480645280
1229143192,190605872,1006297128,393594087,1537516200000,1199742317,1,795308615
1139817507,2048625222,690035101,1027646388,1537516260000,2131984667,1,1509715205
2016442966,1087712231,598569407,428061834,1537516320000,1654300454,0,192486017
1133617880,1202874820,1911008699,839457812,1537516380000,2084634607,1,677926378
1689169705,507377172,1702481339,265556987,1537516440000,504509135,1,1869544015
1146222092,1798667958,1690221909,2082115343,1537516500000,925955862,0,1999695752
1727373358,1312762120,2122837918,238748521,1537516560000,1166292560,0,1917071489
872340040,1703458581,22690626,1388958672,1537516620000,388005723,1,925913781
1742798650,2066478917,1877317084,1526060911,1537516680000,982313508,0,515482607
1563528849,697001207,1946904104,670959005,1537516740000,1986679541,0,70528019
731979931,2082740895,1492980244,2106390956,1537516800000,1594600318,1,61321954
863661360,690070378,729005419,360528453,1537516860000,1963906615,0,1368391951
1732146867,468567811,416355623,1234757451,1537516920000,1569164069,0,673684041
944757319,912511162,1465691120,1128109696,1537516980000,90628418,0,765990740
530131514,817833695,39959931,1872627924,1537517040000,956315623,1,1883269062
2135267024,1610803524,1485129132,721975085,1537517100000,2024314762,0,253171986
2102232441,362030306,700249373,508864177,1537517160000,253988431,1,992217213
1979586073,1311004473,1567025476,1184527733,1537517220000,1129442657,0,790689709
1172707268,1346560976,473183836,880883688,1537517280000,1093426827,1,104298781
990656849,101676975,628402659,414634945,1537517340000,1110095671,1,1071977170
1071550332,299395997,115139998,288887829,1537517400000,1524026401,1,134271077
1762731246,953683301,1409513883,1510869126,1537517460000,987263357,0,1116987494
219387406,670299410,1582906120,60055669,1537517520000,304494063,0,717560284
1028908791,501530336,1053719038,1019714562,1537517580000,503427379,1,640294829
1810273055,1799431661,2027587999,242951774,1537517640000,1373254373,1,869665662
535624426,1215456927,1212098670,1269909484,1537517700000,871550938,1,1760493989
1503803534,409832049,1036257977,766957197,1537517760000,1696136701,0,299031853
215911532,390537668,898810308,841894382,1537517820000,1256918571,1,1686921139
1202929159,118648358,354071225,334300782,1537517880000,1299206418,0,1493657028
424188711,1651318806,760878472,1326541986,1537517940000,308103108,1,423344137
1689262323,545266875,1478171656,472124658,1537518000000,2025322501,1,1492272748
1477048870,1685470793,591824146,1775072816,1537518060000,2122480101,0,726893578
1017838183,1045718836,1400142922,1689309690,1537518120000,253916873,0,315809246
1655993826,15288143,476179877,408551386,1537518180000,1501790806,0,320501014
372245,1467299552,304193386,1389624061,1537518240000,2131465140,0,20408451
527658240,1379563521,1905252289,1271323139,1537518300000,1331275030,0,1310865036
1092407638,1014435252,1040477753,1640868131,1537518360000,1190941229,0,1113783787
1594500664,1401034827,2009810220,571696027,1537518420000,740735495,0,1864744840
1122661733,2069678360,1655939830,539531479,1537518480000,829985002,0,745642964
1403664574,933293116,1110103522,1654999368,1537518540000,1615389290,0,1354314579
1143499107,210737063,728985582,843702904,1537518600000,900593187,1,1164934558
1976788674,150208546,1379066865,1821370276,1537518660000,33847681,0,718904563
1865539378,2089858999,1568215509,1000419469,1537518720000,1510518916,1,593271165
918475642,78227576,456832249,1550471570,1537518780000,479161446,0,1429007847
461309639,353841915,1922859107,1089280002,1537518840000,600270822,0,267061647
434249609,837237183,688361522,2121745388,1537518900000,2002785788,1,2135089262
1792113076,788344609,1506083063,829217329,1537518960000,1343293809,0,399683701
1717688512,822815599,1762260670,1801106162,1537519020000,51757185,1,1798165471
1303868418,1942258276,1593333077,1540277886,1537519080000,766488161,0,2049953298
1726054143,1269938539,465427162,526833889,1537519140000,1914526580,0,874634941
1103079913,1756877039,1885991030,1241976048,1537519200000,1984631992,0,539857462
527969285,1835713430,1126888535,257585702,1537519260000,1369206732,0,1792110618
2127407451,584724454,269145726,1899640261,1537519320000,1655627208,1,293108580
1460139539,2008249643,1667737224,831931099,1537519380000,1497992596,1,901751227
1798443618,1756435781,2097217770,897303688,1537519440000,1319203143,0,786058987
1537805706,815648243,1970518510,161615037,1537519500000,452236638,1,1146626470
739003402,902982354,196237139,249696914,1537519560000,1086350168,1,1726092648
2138295848,1629173206,578961422,1413306467,1537519620000,903794242,0,231995562
1029790510,60945057,1087279177,1388979794,1537519680000,1707458318,0,1769827821
1560671315,1593749783,369838089,345722144,1537519740000,1716421772,1,1301542747
18130400,1328028335,1565560098,254513404,1537519800000,733224796,0,616990183
2108044736,786036472,622609024,895812217,1537519860000,2040609056,0,405700314
